"Cmpd","rt","inferred.mass","inferred.formula","C","H","N","O","P","S","C:N:P","H/C","O/C","N/C","CHO_index","NOSC","DBE","DBE-O","Annotation","Kingdon","Superclass","class","subclass","parent","pubchem.url"
"C865",324.821,320.1607,"C18H24O5",18,24,0,5,0,0,"18:0:0",1.33333333333333,0.277777777777778,0,-0.777777777777778,-0.777777777777778,7,2,"alpha-Zearalenol",NA,NA,NA,NA,NA,NA
"C866",307.9245,381.1573,"C15H27NO10",15,27,1,10,0,0,"15:1:0",1.8,0.666666666666667,0.0666666666666667,-0.466666666666667,-0.266666666666667,3,-7,"(R)-Pantothenic acid 4'-O-b-D-glucoside",NA,NA,NA,NA,NA,NA
"C867",308.957,350.1371,"C13H22N2O9",13,22,2,9,0,0,"13:2:0",1.69230769230769,0.692307692307692,0.153846153846154,-0.307692307692308,0.153846153846154,4,-5,"9-deoxy-9-acetamido-N-acetyl-alpha-neuraminic acid_3","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","C-glucuronides","https://pubchem.ncbi.nlm.nih.gov/compound/70678620"
"C868",309.7125,306.1079,"C10H18N4O5S",10,18,4,5,0,1,"10:4:0",1.8,0.5,0.4,-0.8,0.6,4,-1,"glutathione amide_1","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides","https://pubchem.ncbi.nlm.nih.gov/compound/448816"
"C869",308.4965,280.1305,"C15H20O5",15,20,0,5,0,0,"15:0:0",1.33333333333333,0.333333333333333,0,-0.666666666666667,-0.666666666666667,6,1,"13-Hydroxyabscisic acid_3",NA,NA,NA,NA,NA,NA
"C870",309.295,322.1378,"C12H22N2O8",12,22,2,8,0,0,"12:2:0",1.83333333333333,0.666666666666667,0.166666666666667,-0.5,0,3,-5,"Avenic acid A_4",NA,NA,NA,NA,NA,NA
"C871",312.5665,352.1515,"C14H20N6O5",14,20,6,5,0,0,"14:6:0",1.42857142857143,0.357142857142857,0.428571428571429,-0.714285714285714,0.571428571428572,8,3,"9-[6(RS)-C-carboxamido-5,6,7-trideoxy-beta-D-ribo-octofuranosyl]-9H-purin-6-amine_5",NA,NA,NA,NA,NA,NA
"C872",312.2215,192.078,"C11H12O3",11,12,0,3,0,0,"11:0:0",1.09090909090909,0.272727272727273,0,-0.545454545454545,-0.545454545454546,6,3,"Myristicin","Organic compounds","Organoheterocyclic compounds","Benzodioxoles",NA,"Benzodioxoles","https://pubchem.ncbi.nlm.nih.gov/compound/4276"
"C873",312.6085,168.0778,"C5H8N6O",5,8,6,1,0,0,"5:6:0",1.6,0.2,1.2,-1.2,2.4,5,4,"MTIC_2","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","2-heteroaryl carboxamides","https://pubchem.ncbi.nlm.nih.gov/compound/76953"
"C874",311.713,380.1475,"C14H24N2O10",14,24,2,10,0,0,"14:2:0",1.71428571428571,0.714285714285714,0.142857142857143,-0.285714285714286,0.142857142857143,4,-6,"ethylene glycol bis(2-aminoethyl)tetraacetic acid_5","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tetracarboxylic acids and derivatives","Tetracarboxylic acids and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/6207"
"C875",309.4235,206.1291,"C10H22O2S",10,22,0,2,0,1,"10:0:0",2.2,0.2,0,-1.8,-1.6,0,-2,"N-Octyl-2-Hydroxyethyl Sulfoxide_2",NA,NA,NA,NA,NA,NA
"C876",311.6035,348.1556,"C19H24O6",19,24,0,6,0,0,"19:0:0",1.26315789473684,0.315789473684211,0,-0.631578947368421,-0.631578947368421,8,2,"Gibberellin A34;GA34",NA,NA,NA,NA,NA,NA
"C877",310.434,274.1195,"C11H18N2O6",11,18,2,6,0,0,"11:2:0",1.63636363636364,0.545454545454545,0.181818181818182,-0.545454545454545,0,4,-2,"(E)-5-[(4-ammonio-4-carboxylato-butyl)-hydroxy-amino]-5-keto-3-methyl-pent-3-enoate_1","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids","https://pubchem.ncbi.nlm.nih.gov/compound/91820432"
"C878",310.247,391.1771,"C16H29N3O6S",16,29,3,6,0,1,"16:3:0",1.8125,0.375,0.1875,-1.0625,-0.375,4,-2,"S-hexylglutathione","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides","https://pubchem.ncbi.nlm.nih.gov/compound/97536"
"C879",310.2275,152.0827,"C5H8N6",5,8,6,0,0,0,"5:6:0",1.6,0,1.2,-1.6,2,5,5,"2,6-diaminopurine",NA,NA,NA,NA,NA,NA
"C880",312.0305,276.0983,"C10H16N2O7",10,16,2,7,0,0,"10:2:0",1.6,0.7,0.2,-0.2,0.4,4,-3,"gamma-Glutamylglutamic acid_3",NA,NA,NA,NA,NA,NA
"C881",312.145,420.1782,"C16H28N4O9",16,28,4,9,0,0,"16:4:0",1.75,0.5625,0.25,-0.625,0.125,5,-4,"schizokinen_2","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids","https://pubchem.ncbi.nlm.nih.gov/compound/3082425"
"C882",311.1455,316.1648,"C13H24N4O3S",13,24,4,3,0,1,"13:4:0",1.84615384615385,0.230769230769231,0.307692307692308,-1.38461538461538,-0.307692307692307,4,1,"Timolol_3","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Dialkylarylamines","https://pubchem.ncbi.nlm.nih.gov/compound/5478"
"C883",311.0415,376.1504,"C18H24N4O3S",18,24,4,3,0,1,"18:4:0",1.33333333333333,0.166666666666667,0.222222222222222,-1,-0.222222222222222,9,6,"2-[[3-butyl-6-(4-morpholinyl)-4-oxo-2-quinazolinyl]thio]acetamide_2","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolinamines","https://pubchem.ncbi.nlm.nih.gov/compound/5159290"
"C884",316.206,266.1511,"C12H26O4S",12,26,0,4,0,1,"12:0:0",2.16666666666667,0.333333333333333,0,-1.5,-1.33333333333333,0,-4,"dodecyl hydrogen sulfate_5","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/8778"
"C885",315.4795,408.1801,"C16H24N8O5",16,24,8,5,0,0,"16:8:0",1.5,0.3125,0.5,-0.875,0.625,9,4,"Demethylblasticidin S",NA,NA,NA,NA,NA,NA
"C886",316.118,370.1612,"C14H22N6O6",14,22,6,6,0,0,"14:6:0",1.57142857142857,0.428571428571429,0.428571428571429,-0.714285714285714,0.571428571428572,7,1,"FR 900490_3",NA,NA,NA,NA,NA,NA
"C887",315.825,366.1301,"C13H22N2O10",13,22,2,10,0,0,"13:2:0",1.69230769230769,0.769230769230769,0.153846153846154,-0.153846153846154,0.307692307692307,4,-6,"(+)-Trehazolin;A 70615;Trehalostatin;Trehazolin;Trehazoline_3",NA,NA,NA,NA,NA,NA
"C888",315.201,292.1274,"C12H16N6O3",12,16,6,3,0,0,"12:6:0",1.33333333333333,0.25,0.5,-0.833333333333333,0.666666666666667,8,5,"Histidinyl-Histidine_3",NA,NA,NA,NA,NA,NA
"C889",315.3585,324.1565,"C12H24N2O8",12,24,2,8,0,0,"12:2:0",2,0.666666666666667,0.166666666666667,-0.666666666666667,-0.166666666666667,2,-6,"Istamycin FU-10_1","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminocyclitol glycosides","https://pubchem.ncbi.nlm.nih.gov/compound/46174023"
"C890",314.328,250.1196,"C11H22O4S",11,22,0,4,0,1,"11:0:0",2,0.363636363636364,0,-1.27272727272727,-1.09090909090909,1,-3,"(3S,4E)-3-methyldec-4-en-1-yl sulfate_2",NA,NA,NA,NA,NA,NA
"C891",314.6785,378.1664,"C19H26N2O4S",19,26,2,4,0,1,"19:2:0",1.36842105263158,0.210526315789474,0.105263157894737,-0.947368421052632,-0.526315789473684,8,4,"LSM-39182_1",NA,NA,NA,NA,NA,NA
"C892",314.759,364.1516,"C14H24N2O9",14,24,2,9,0,0,"14:2:0",1.71428571428571,0.642857142857143,0.142857142857143,-0.428571428571429,0,4,-5,"N-Acetylmuramoyl-Ala_7",NA,NA,NA,NA,NA,NA
"C893",319.658,337.158,"C12H23N3O8",12,23,3,8,0,0,"12:3:0",1.91666666666667,0.666666666666667,0.25,-0.583333333333333,0.166666666666667,3,-5,"LSM-36737",NA,NA,NA,NA,NA,NA
"C894",317.3325,264.135,"C12H24O4S",12,24,0,4,0,1,"12:0:0",2,0.333333333333333,0,-1.33333333333333,-1.16666666666667,1,-3,"(3Z)-dodec-3-en-1-yl sulfate_4","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/24796649"
"C895",318.466,410.1574,"C19H26N2O6S",19,26,2,6,0,1,"19:2:0",1.36842105263158,0.315789473684211,0.105263157894737,-0.736842105263158,-0.315789473684211,8,2,"2-[(1R,3S,4aR,9aS)-1-(hydroxymethyl)-6-(methanesulfonamido)-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-3-yl]-N-(cyclopropylmethyl)acetamide_7",NA,NA,NA,NA,NA,NA
"C896",318.2885,362.1721,"C16H22N6O4",16,22,6,4,0,0,"16:6:0",1.375,0.25,0.375,-0.875,0.25,9,5,"Thyrotropin releasing hormone_3","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides","https://pubchem.ncbi.nlm.nih.gov/compound/638678"
"C897",318.7005,392.1847,"C16H28N2O9",16,28,2,9,0,0,"16:2:0",1.75,0.5625,0.125,-0.625,-0.25,4,-5,"alpha-L-FucpNAc-(1->3)-D-FucpNAc","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","O-glycosyl compounds","https://pubchem.ncbi.nlm.nih.gov/compound/86290122"
"C898",318.87,230.1295,"C10H18N2O4",10,18,2,4,0,0,"10:2:0",1.8,0.4,0.2,-1,-0.4,3,-1,"Hydroxyprolyl-Valine_1",NA,NA,NA,NA,NA,NA
"C899",317.728,290.15,"C12H22N2O6",12,22,2,6,0,0,"12:2:0",1.83333333333333,0.5,0.166666666666667,-0.833333333333333,-0.333333333333333,3,-3,"Nitracidomycin B_3",NA,NA,NA,NA,NA,NA
"C900",304.981,340.1508,"C12H24N2O9",12,24,2,9,0,0,"12:2:0",2,0.75,0.166666666666667,-0.5,0,2,-7,"3,3'-Neotrehalosadiamine;BMY 28251_7",NA,NA,NA,NA,NA,NA
"C901",304.665,370.1617,"C14H22N6O6",14,22,6,6,0,0,"14:6:0",1.57142857142857,0.428571428571429,0.428571428571429,-0.714285714285714,0.571428571428572,7,1,"FR 900490_4",NA,NA,NA,NA,NA,NA
"C902",304.9885,434.1574,"C20H26N4O5S",20,26,4,5,0,1,"20:4:0",1.3,0.25,0.2,-0.8,-0.0999999999999996,10,5,"N-[(2S,3S,6R)-6-[2-(benzylsulfonylamino)ethyl]-2-(hydroxymethyl)oxan-3-yl]pyrazine-2-carboxamide",NA,NA,NA,NA,NA,NA
"C903",305.709,408.1405,"C16H20N6O7",16,20,6,7,0,0,"16:6:0",1.25,0.4375,0.375,-0.375,0.75,10,3,"Wybutoxine_5",NA,NA,NA,NA,NA,NA
"C904",305.617,236.1398,"C10H16N6O",10,16,6,1,0,0,"10:6:0",1.6,0.1,0.6,-1.4,0.4,6,5,"Halimedin_3","Organic compounds","Organoheterocyclic compounds","Triazines","Aminotriazines","1,3,5-triazine-2,4-diamines","https://pubchem.ncbi.nlm.nih.gov/compound/89022"
"C905",306.0055,230.1298,"C10H18N2O4",10,18,2,4,0,0,"10:2:0",1.8,0.4,0.2,-1,-0.4,3,-1,"Hydroxyprolyl-Valine_2",NA,NA,NA,NA,NA,NA
"C906",305.6535,220.1453,"C14H20O2",14,20,0,2,0,0,"14:0:0",1.42857142857143,0.142857142857143,0,-1.14285714285714,-1.14285714285714,5,3,"2,6-Di-tert-butylbenzoquinone","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Monocyclic monoterpenoids","https://pubchem.ncbi.nlm.nih.gov/compound/12867"
"C907",305.2445,276.098,"C10H16N2O7",10,16,2,7,0,0,"10:2:0",1.6,0.7,0.2,-0.2,0.4,4,-3,"gamma-Glutamylglutamic acid_4",NA,NA,NA,NA,NA,NA
"C908",303.217,356.1446,"C16H24N2O5S",16,24,2,5,0,1,"16:2:0",1.5,0.3125,0.125,-0.875,-0.375,6,1,"2-[(2S,5S,6S)-5-(benzenesulfonamido)-6-(hydroxymethyl)-2-oxanyl]-N,N-dimethylacetamide_7",NA,NA,NA,NA,NA,NA
"C909",302.587,354.1674,"C14H22N6O5",14,22,6,5,0,0,"14:6:0",1.57142857142857,0.357142857142857,0.428571428571429,-0.857142857142857,0.428571428571428,7,2,"Valganciclovir_3","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acid esters","https://pubchem.ncbi.nlm.nih.gov/compound/64147"
"C910",302.5405,282.146,"C15H22O5",15,22,0,5,0,0,"15:0:0",1.46666666666667,0.333333333333333,0,-0.8,-0.8,5,0,"Dihydrophaseic acid_3",NA,NA,NA,NA,NA,NA
"C911",303.861,276.1354,"C11H20N2O6",11,20,2,6,0,0,"11:2:0",1.81818181818182,0.545454545454545,0.181818181818182,-0.727272727272727,-0.181818181818182,3,-3,"Saccharopine_4","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/160556"
"C912",304.8185,334.1403,"C12H22N4O7",12,22,4,7,0,0,"12:4:0",1.83333333333333,0.583333333333333,0.333333333333333,-0.666666666666667,0.333333333333333,4,-3,"2,4-Deoxy-4-Guanidino-5-N-Acetyl-Neuraminic Acid_6","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","C-glucuronides","https://pubchem.ncbi.nlm.nih.gov/compound/46936668"
"C913",304.429,262.1199,"C10H18N2O6",10,18,2,6,0,0,"10:2:0",1.8,0.6,0.2,-0.6,0,3,-3,"Nopalinic acid_4",NA,NA,NA,NA,NA,NA
"C914",304.107,366.1673,"C16H30O7S",16,30,0,7,0,1,"16:0:0",1.875,0.4375,0,-1,-0.875,2,-5,"1,4-bis(1,3-dimethylbutyl) sulfosuccinic acid_6",NA,NA,NA,NA,NA,NA
"C915",303.805,154.0622,"C4H6N6O",4,6,6,1,0,0,"4:6:0",1.5,0.25,1.5,-1,3.5,5,4,"5-nitro-2,4,6-triaminopyrimidine","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Aminopyrimidines and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/70504"
"C916",306.4925,180.0785,"C10H12O3",10,12,0,3,0,0,"10:0:0",1.2,0.3,0,-0.6,-0.6,5,2,"Coniferyl alcohol_2","Organic compounds","Benzenoids","Phenols","Methoxyphenols","Methoxyphenols","https://pubchem.ncbi.nlm.nih.gov/compound/1549095"
"C917",304.154,234.1243,"C14H18O3",14,18,0,3,0,0,"14:0:0",1.28571428571429,0.214285714285714,0,-0.857142857142857,-0.857142857142857,6,3,"Dehydrooreadone_2",NA,NA,NA,NA,NA,NA
"C918",303.9285,252.1361,"C10H16N6O2",10,16,6,2,0,0,"10:6:0",1.6,0.2,0.6,-1.2,0.6,6,4,"[4-methoxy-6-(1-piperidinyl)-1H-1,3,5-triazin-2-ylidene]-nitrosomethanamine_6","Organic compounds","Organoheterocyclic compounds","Triazines","Aminotriazines","Aminotriazines","https://pubchem.ncbi.nlm.nih.gov/compound/6740108"
"C919",303.098,292.1289,"C12H16N6O3",12,16,6,3,0,0,"12:6:0",1.33333333333333,0.25,0.5,-0.833333333333333,0.666666666666667,8,5,"Histidinyl-Histidine_4",NA,NA,NA,NA,NA,NA
"C920",299.7445,290.1501,"C12H22N2O6",12,22,2,6,0,0,"12:2:0",1.83333333333333,0.5,0.166666666666667,-0.833333333333333,-0.333333333333333,3,-3,"Nitracidomycin B_4",NA,NA,NA,NA,NA,NA
"C921",301.027,350.1363,"C13H22N2O9",13,22,2,9,0,0,"13:2:0",1.69230769230769,0.692307692307692,0.153846153846154,-0.307692307692308,0.153846153846154,4,-5,"9-deoxy-9-acetamido-N-acetyl-alpha-neuraminic acid_4","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","C-glucuronides","https://pubchem.ncbi.nlm.nih.gov/compound/70678620"
"C922",300.0335,288.1713,"C18H24O3",18,24,0,3,0,0,"18:0:0",1.33333333333333,0.166666666666667,0,-1,-1,7,4,"Estriol","Organic compounds","Lipids and lipid-like molecules","Steroids and steroid derivatives","Estrane steroids","Estrogens and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/5756"
"C923",301.486,352.1513,"C14H20N6O5",14,20,6,5,0,0,"14:6:0",1.42857142857143,0.357142857142857,0.428571428571429,-0.714285714285714,0.571428571428572,8,3,"9-[6(RS)-C-carboxamido-5,6,7-trideoxy-beta-D-ribo-octofuranosyl]-9H-purin-6-amine_6",NA,NA,NA,NA,NA,NA
"C924",298.232,368.1831,"C18H28N2O4S",18,28,2,4,0,1,"18:2:0",1.55555555555556,0.222222222222222,0.111111111111111,-1.11111111111111,-0.666666666666667,6,2,"N-[[(2R,3S,4S)-4-(hydroxymethyl)-1-(1-oxopropyl)-3-phenyl-2-azetidinyl]methyl]-N-propan-2-ylmethanesulfonamide_2",NA,NA,NA,NA,NA,NA
"C925",297.6635,404.1819,"C16H28N4O8",16,28,4,8,0,0,"16:4:0",1.75,0.5,0.25,-0.75,0,5,-3,"alcaligin",NA,NA,NA,NA,NA,NA
"C926",297.8595,378.1653,"C19H26N2O4S",19,26,2,4,0,1,"19:2:0",1.36842105263158,0.210526315789474,0.105263157894737,-0.947368421052632,-0.526315789473684,8,4,"LSM-39182_2",NA,NA,NA,NA,NA,NA
"C927",298.677,206.1292,"C10H22O2S",10,22,0,2,0,1,"10:0:0",2.2,0.2,0,-1.8,-1.6,0,-2,"N-Octyl-2-Hydroxyethyl Sulfoxide_3",NA,NA,NA,NA,NA,NA
"C928",299.181,264.1349,"C12H24O4S",12,24,0,4,0,1,"12:0:0",2,0.333333333333333,0,-1.33333333333333,-1.16666666666667,1,-3,"(3Z)-dodec-3-en-1-yl sulfate_5","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","https://pubchem.ncbi.nlm.nih.gov/compound/24796649"
"C929",299.9925,232.1453,"C10H20N2O4",10,20,2,4,0,0,"10:2:0",2,0.4,0.2,-1.2,-0.6,2,-2,"Leucyl-Threonine_2",NA,NA,NA,NA,NA,NA
"C930",299.286,208.1081,"C12H16O3",12,16,0,3,0,0,"12:0:0",1.33333333333333,0.25,0,-0.833333333333333,-0.833333333333333,5,2,"Elemicin_3","Organic compounds","Benzenoids","Phenol ethers","Anisoles","Anisoles","https://pubchem.ncbi.nlm.nih.gov/compound/10248"
"C931",297.7115,390.131,"C14H22N4O9",14,22,4,9,0,0,"14:4:0",1.57142857142857,0.642857142857143,0.285714285714286,-0.285714285714286,0.571428571428572,6,-3,"Ala-Ala-Asp-Asp","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides","https://pubchem.ncbi.nlm.nih.gov/compound/71464658"
"C932",299.024,381.1462,"C16H23N5O4S",16,23,5,4,0,1,"16:5:0",1.4375,0.25,0.3125,-0.9375,0.125,8,4,"2-Methylthio-N6-(delta2-isopentenyl)adenosine;N6-(D2-Isopentenyl)-2-methylthioadenosine",NA,NA,NA,NA,NA,NA
"C933",299.111,342.1674,"C12H26N2O9",12,26,2,9,0,0,"12:2:0",2.16666666666667,0.75,0.166666666666667,-0.666666666666667,-0.166666666666667,1,-8,"Sorbistin C",NA,NA,NA,NA,NA,NA
"C934",298.877,380.1471,"C14H24N2O10",14,24,2,10,0,0,"14:2:0",1.71428571428571,0.714285714285714,0.142857142857143,-0.285714285714286,0.142857142857143,4,-6,"ethylene glycol bis(2-aminoethyl)tetraacetic acid_6","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tetracarboxylic acids and derivatives","Tetracarboxylic acids and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/6207"
"C935",298.406,274.1194,"C11H18N2O6",11,18,2,6,0,0,"11:2:0",1.63636363636364,0.545454545454545,0.181818181818182,-0.545454545454545,0,4,-2,"(E)-5-[(4-ammonio-4-carboxylato-butyl)-hydroxy-amino]-5-keto-3-methyl-pent-3-enoate_2","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids","https://pubchem.ncbi.nlm.nih.gov/compound/91820432"
"C936",298.202,318.1453,"C20H30O3",20,30,0,3,0,0,"20:0:0",1.5,0.15,0,-1.2,-1.2,6,3,"5-OxoETE; LC-ESI-QIT; MS2; CE","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Long-chain fatty acids","https://pubchem.ncbi.nlm.nih.gov/compound/5283159"
"C937",296.382,364.1509,"C14H24N2O9",14,24,2,9,0,0,"14:2:0",1.71428571428571,0.642857142857143,0.142857142857143,-0.428571428571429,0,4,-5,"N-Acetylmuramoyl-Ala_8",NA,NA,NA,NA,NA,NA
"C938",296.0365,204.1503,"C14H20O",14,20,0,1,0,0,"14:0:0",1.42857142857143,0.0714285714285714,0,-1.28571428571429,-1.28571428571429,5,4,"2-Benzylidene-1-heptanol_2","Organic compounds","Phenylpropanoids and polyketides","Cinnamyl alcohols",NA,"Cinnamyl alcohols","https://pubchem.ncbi.nlm.nih.gov/compound/6076971"
"C939",296.714,244.1461,"C11H20N2O4",11,20,2,4,0,0,"11:2:0",1.81818181818182,0.363636363636364,0.181818181818182,-1.09090909090909,-0.545454545454546,3,-1,"Hydroxyprolyl-Leucine_4",NA,NA,NA,NA,NA,NA
"C940",296.776,422.1573,"C16H26N2O11",16,26,2,11,0,0,"16:2:0",1.625,0.6875,0.125,-0.25,0.125,5,-6,"2-acetamido-2-deoxy-alpha-L-galactopyranuronosyl-(1->3)-N-acetyl-D-quinovosamine_5","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","N-acyl-alpha-hexosamines","https://pubchem.ncbi.nlm.nih.gov/compound/45266786"
"C941",296.2815,410.1568,"C19H26N2O6S",19,26,2,6,0,1,"19:2:0",1.36842105263158,0.315789473684211,0.105263157894737,-0.736842105263158,-0.315789473684211,8,2,"2-[(1R,3S,4aR,9aS)-1-(hydroxymethyl)-6-(methanesulfonamido)-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-3-yl]-N-(cyclopropylmethyl)acetamide_8",NA,NA,NA,NA,NA,NA
"C942",296.0235,324.1573,"C12H24N2O8",12,24,2,8,0,0,"12:2:0",2,0.666666666666667,0.166666666666667,-0.666666666666667,-0.166666666666667,2,-6,"Istamycin FU-10_2","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminocyclitol glycosides","https://pubchem.ncbi.nlm.nih.gov/compound/46174023"
"C943",296.4785,294.1473,"C12H18N6O3",12,18,6,3,0,0,"12:6:0",1.5,0.25,0.5,-1,0.5,7,4,"3'-amino-3'-deoxy-N(6),N(6)-dimethyladenosine","Organic compounds","Nucleosides, nucleotides, and analogues","Purine nucleosides","Purine 3'-deoxyribonucleosides","Purine 3'-deoxyribonucleosides","https://pubchem.ncbi.nlm.nih.gov/compound/6020"
"C944",295.667,366.167,"C16H30O7S",16,30,0,7,0,1,"16:0:0",1.875,0.4375,0,-1,-0.875,2,-5,"1,4-bis(1,3-dimethylbutyl) sulfosuccinic acid_7",NA,NA,NA,NA,NA,NA
"C945",295.184,412.172,"C19H28N2O6S",19,28,2,6,0,1,"19:2:0",1.47368421052632,0.315789473684211,0.105263157894737,-0.842105263157895,-0.421052631578948,7,1,"2-[(3R,6aS,8R,10aS)-3-hydroxy-1-methylsulfonyl-3,4,6,6a,8,9,10,10a-octahydro-2H-pyrano[2,3-c][1,5]oxazocin-8-yl]-N-benzylacetamide_2",NA,NA,NA,NA,NA,NA
"C946",295.188,366.1301,"C13H22N2O10",13,22,2,10,0,0,"13:2:0",1.69230769230769,0.769230769230769,0.153846153846154,-0.153846153846154,0.307692307692307,4,-6,"(+)-Trehazolin;A 70615;Trehalostatin;Trehazolin;Trehazoline_4",NA,NA,NA,NA,NA,NA
"C947",293.76,310.1042,"C12H22O7S",12,22,0,7,0,1,"12:0:0",1.83333333333333,0.583333333333333,0,-0.666666666666667,-0.5,2,-5,"1,2-diisobutoxycarbonylethanesulfonic acid_5",NA,NA,NA,NA,NA,NA
"C948",293.473,356.1452,"C16H24N2O5S",16,24,2,5,0,1,"16:2:0",1.5,0.3125,0.125,-0.875,-0.375,6,1,"2-[(2S,5S,6S)-5-(benzenesulfonamido)-6-(hydroxymethyl)-2-oxanyl]-N,N-dimethylacetamide_8",NA,NA,NA,NA,NA,NA
"C949",293.869,396.1406,"C19H20N6O2S",19,20,6,2,0,1,"19:6:0",1.05263157894737,0.105263157894737,0.315789473684211,-0.842105263157895,0.210526315789474,13,11,"N-(4-acetamidophenyl)-2-[[1-(4-ethylphenyl)-5-tetrazolyl]thio]acetamide_10","Organic compounds","Organoheterocyclic compounds","Azoles","Tetrazoles","Phenyltetrazoles and derivatives","https://pubchem.ncbi.nlm.nih.gov/compound/1078044"
"C950",294.205,164.1195,"C11H16O",11,16,0,1,0,0,"11:0:0",1.45454545454545,0.0909090909090909,0,-1.27272727272727,-1.27272727272727,4,3,"trans-Jasmone_4","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbonyl compounds","Cyclic ketones","https://pubchem.ncbi.nlm.nih.gov/compound/1549019"
"C951",295.975,196.1094,"C11H16O3",11,16,0,3,0,0,"11:0:0",1.45454545454545,0.272727272727273,0,-0.909090909090909,-0.909090909090909,4,1,"(-)-Loliolide;Loliolide_6",NA,NA,NA,NA,NA,NA
"C952",294.22,336.1195,"C12H20N2O9",12,20,2,9,0,0,"12:2:0",1.66666666666667,0.75,0.166666666666667,-0.166666666666667,0.333333333333333,4,-5,"3-Hydroxymugineic acid_5",NA,NA,NA,NA,NA,NA
"C953",294.194,362.1351,"C12H27O10P",12,27,0,10,1,0,"12:0:1",2.25,0.833333333333333,0,-0.583333333333333,-1,-0.5,-10.5,"hexaethylene glycol monophosphate_4","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Ethers","Polyethylene glycols","https://pubchem.ncbi.nlm.nih.gov/compound/445749"
