"cmpd","rt","annotation","ann.confidence","median.signal","inferred.M","inferred.formula","inchikey","inchi","pubchem.url","synonyms","inchikey.1","kingdom","superclass","class","subclass","parent","description"
"C857",324.0855,"Valganciclovir_2","2",1980.06848712586,354.167,"C14H22N6O5","WPVFJKSGQUFQAP-GKAPJAKFSA-N","InChI=1S/C14H22N6O5/c1-7(2)9(15)13(23)24-4-8(3-21)25-6-20-5-17-10-11(20)18-14(16)19-12(10)22/h5,7-9,21H,3-4,6,15H2,1-2H3,(H3,16,18,19,22)/t8?,9-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/64147","NA","WPVFJKSGQUFQAP-GKAPJAKFSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acid esters","This compound belongs to the class of organic compounds known as alpha amino acid esters. These are ester derivatives of alpha amino acids."
"C858",322.7635,"Glaucolide K;(-)-Glaucolide K","2",2205.52493631968,450.1788,"C23H30O9","SMSAHFFESNPUAJ-XPNNQITBNA-N",NA,NA,"NA","SMSAHFFESNPUAJ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C859",325.7855,"2,4-Deoxy-4-Guanidino-5-N-Acetyl-Neuraminic Acid_5","2",1298.84074983762,334.1413,"C12H22N4O7","DAAUVSVERFXBSX-WHSUVHHGSA-N","InChI=1S/C12H22N4O7/c1-4(18)15-8-5(16-12(13)14)2-7(11(21)22)23-10(8)9(20)6(19)3-17/h5-10,17,19-20H,2-3H2,1H3,(H,15,18)(H,21,22)(H4,13,14,16)/t5-,6+,7-,8+,9-,10-/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/46936668","NA","DAAUVSVERFXBSX-WHSUVHHGSA-N","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","C-glucuronides","This compound belongs to the class of organic compounds known as c-glucuronides. These are glucuronides in which the aglycone is linked to the carbohydrate unit through a C-glycosidic bond."
"C860",326.449,"3,6-dideoxy-4-C-(1,3-dimethoxy-4,5,6,7-tetrahydroxyheptyl)-alpha-D-xylo-hexp-(1->3)-beta-L-Xylp","2",1493.9040299094,502.2291,"C20H38O14","RLLUIOQFQQEFOI-MUZJKTBQSA-N","InChI=1S/C20H38O14/c1-8-20(29,13(31-3)4-12(30-2)15(26)14(25)10(23)6-21)5-9(22)19(33-8)34-17-11(24)7-32-18(28)16(17)27/h8-19,21-29H,4-7H2,1-3H3/t8-,9-,10?,11+,12?,13?,14?,15?,16+,17-,18+,19-,20-/m1/s1","https://pubchem.ncbi.nlm.nih.gov/compound/45266818","NA","RLLUIOQFQQEFOI-MUZJKTBQSA-N","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Disaccharides","This compound belongs to the class of organic compounds known as disaccharides. These are compounds containing two carbohydrate moieties linked to each to each other through a glycosidic bond, no set of three or more glycosidically linked carbohydrate units."
"C861",328.0455,"pyrantel_2","2",238.660337809104,206.0925,"C11H14N2S","YSAUAVHXTIETRK-AATRIKPKSA-N","InChI=1S/C11H14N2S/c1-13-8-3-7-12-11(13)6-5-10-4-2-9-14-10/h2,4-6,9H,3,7-8H2,1H3/b6-5+","https://pubchem.ncbi.nlm.nih.gov/compound/708857","NA","YSAUAVHXTIETRK-AATRIKPKSA-N","Organic compounds","Organoheterocyclic compounds","Diazines","Pyrimidines and pyrimidine derivatives","Hydropyrimidines","This compound belongs to the class of organic compounds known as hydropyrimidines. These are compounds containing a hydrogenated pyrimidine ring (i.e. containing less than the maximum number of double bonds.)."
"C862",326.222,"Hydroxyprolyl-Leucine_3","2",262.220044694858,244.1439,"C11H20N2O4","LQFJGLSIESIIOM-UHFFFAOYNA-N",NA,NA,"NA","LQFJGLSIESIIOM-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C863",325.597,"2-[[3-butyl-6-(4-morpholinyl)-4-oxo-2-quinazolinyl]thio]acetamide_1","2",2112.64818629001,376.1505,"C18H24N4O3S","PSNSJNXUALLYFL-UHFFFAOYSA-N","InChI=1S/C18H24N4O3S/c1-2-3-6-22-17(24)14-11-13(21-7-9-25-10-8-21)4-5-15(14)20-18(22)26-12-16(19)23/h4-5,11H,2-3,6-10,12H2,1H3,(H2,19,23)","https://pubchem.ncbi.nlm.nih.gov/compound/5159290","NA","PSNSJNXUALLYFL-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolinamines","This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups."
"C864",325.2195,"12-HEPE; LC-ESI-QIT; MS2; CE","2",844.946587014266,318.1448,"C20H30O3","MCRJLMXYVFDXLS-UOLHMMFFSA-N","InChI=1S/C20H30O3/c1-2-3-4-5-10-13-16-19(21)17-14-11-8-6-7-9-12-15-18-20(22)23/h3-4,7-11,13-14,17,19,21H,2,5-6,12,15-16,18H2,1H3,(H,22,23)/b4-3-,9-7-,11-8-,13-10-,17-14+/t19-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/5283191","NA","MCRJLMXYVFDXLS-UOLHMMFFSA-N","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Eicosanoids","Hydroxyeicosapentaenoic acids","This compound belongs to the class of organic compounds known as hydroxyeicosapentaenoic acids. These are eicosanoic acids with an attached hydroxyl group and five CC double bonds."
"C865",324.821,"alpha-Zearalenol","2",1490.80298333288,320.1607,"C18H24O5","FPQFYIAXQDXNOR-GWCUECQRNA-N",NA,NA,"NA","FPQFYIAXQDXNOR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C866",307.9245,"(R)-Pantothenic acid 4'-O-b-D-glucoside","2",973.58045707005,381.1573,"C15H27NO10","GMURXYJSTRMISD-UHFFFAOYNA-N",NA,NA,"NA","GMURXYJSTRMISD-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C867",308.957,"9-deoxy-9-acetamido-N-acetyl-alpha-neuraminic acid_3","2",2234.12257390407,350.1371,"C13H22N2O9","VOVFDZJABRGWTQ-CTAKWSDESA-N","InChI=1S/C13H22N2O9/c1-5(16)14-4-8(19)10(20)11-9(15-6(2)17)7(18)3-13(23,24-11)12(21)22/h7-11,18-20,23H,3-4H2,1-2H3,(H,14,16)(H,15,17)(H,21,22)/t7-,8+,9+,10+,11+,13+/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/70678620","NA","VOVFDZJABRGWTQ-CTAKWSDESA-N","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","C-glucuronides","This compound belongs to the class of organic compounds known as c-glucuronides. These are glucuronides in which the aglycone is linked to the carbohydrate unit through a C-glycosidic bond."
"C868",309.7125,"glutathione amide_1","2",1038.78492578052,306.1079,"C10H18N4O5S","FBCIXVYKFFJYFT-WDSKDSINSA-N","InChI=1S/C10H18N4O5S/c11-5(10(18)19)1-2-8(16)14-6(4-20)9(17)13-3-7(12)15/h5-6,20H,1-4,11H2,(H2,12,15)(H,13,17)(H,14,16)(H,18,19)/t5-,6-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/448816","NA","FBCIXVYKFFJYFT-WDSKDSINSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides","This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds."
"C869",308.4965,"13-Hydroxyabscisic acid_3","2",1776.83966090121,280.1305,"C15H20O5","AVFORCKFTWHFAR-UMCKCUICNA-N",NA,NA,"NA","AVFORCKFTWHFAR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C870",309.295,"Avenic acid A_4","2",2016.78687578219,322.1378,"C12H22N2O8","QUKMQOBHQMWLLR-UHFFFAOYNA-N",NA,NA,"NA","QUKMQOBHQMWLLR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C871",312.5665,"9-[6(RS)-C-carboxamido-5,6,7-trideoxy-beta-D-ribo-octofuranosyl]-9H-purin-6-amine_5","2",3678.79389517815,352.1515,"C14H20N6O5","HWPDSCXCCGYODM-RSTRBOBWNA-N",NA,NA,"NA","HWPDSCXCCGYODM-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C872",312.2215,"Myristicin","2",81.3570765175276,192.078,"C11H12O3","BNWJOHGLIBDBOB-UHFFFAOYSA-N","InChI=1S/C11H12O3/c1-3-4-8-5-9(12-2)11-10(6-8)13-7-14-11/h3,5-6H,1,4,7H2,2H3","https://pubchem.ncbi.nlm.nih.gov/compound/4276","NA","BNWJOHGLIBDBOB-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Benzodioxoles",NA,"Benzodioxoles","This compound belongs to the class of organic compounds known as benzodioxoles. These are organic compounds containing a benzene ring fused to either isomers of dioxole. Dioxole is a five-membered unsaturated ring of two oxygen atoms and three carbon atoms."
"C873",312.6085,"MTIC_2","2",47.7807725379889,168.0778,"C5H8N6O","MVBPAIHFZZKRGD-UHFFFAOYSA-N","InChI=1S/C5H8N6O/c1-7-11-10-5-3(4(6)12)8-2-9-5/h2H,1H3,(H2,6,12)(H,7,10)(H,8,9)","https://pubchem.ncbi.nlm.nih.gov/compound/76953","NA","MVBPAIHFZZKRGD-UHFFFAOYSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Carboxylic acid derivatives","2-heteroaryl carboxamides","This compound belongs to the class of organic compounds known as 2-heteroaryl carboxamides. These are compounds containing a heteroaromatic ring that carries a carboxamide group."
"C874",311.713,"ethylene glycol bis(2-aminoethyl)tetraacetic acid_5","2",3294.46703357817,380.1475,"C14H24N2O10","DEFVIWRASFVYLL-UHFFFAOYSA-N","InChI=1S/C14H24N2O10/c17-11(18)7-15(8-12(19)20)1-3-25-5-6-26-4-2-16(9-13(21)22)10-14(23)24/h1-10H2,(H,17,18)(H,19,20)(H,21,22)(H,23,24)","https://pubchem.ncbi.nlm.nih.gov/compound/6207","NA","DEFVIWRASFVYLL-UHFFFAOYSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Tetracarboxylic acids and derivatives","Tetracarboxylic acids and derivatives","This compound belongs to the class of organic compounds known as tetracarboxylic acids and derivatives. These are carboxylic acids containing exactly four carboxyl groups."
"C875",309.4235,"N-Octyl-2-Hydroxyethyl Sulfoxide_2","2",137.407735504925,206.1291,"C10H22O2S","IRJUEMKMQDEOTQ-UGPWUYPHNA-N",NA,NA,"NA","IRJUEMKMQDEOTQ-UGPWUYPHNA-N",NA,NA,NA,NA,NA,NA
"C876",311.6035,"Gibberellin A34;GA34","2",2360.67811139838,348.1556,"C19H24O6","IGZIQAJJXGRAJF-YKHFISFWNA-N",NA,NA,"NA","IGZIQAJJXGRAJF-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C877",310.434,"(E)-5-[(4-ammonio-4-carboxylato-butyl)-hydroxy-amino]-5-keto-3-methyl-pent-3-enoate_1","2",408.474687823266,274.1195,"C11H18N2O6","WKYDRCQCQXZNIH-FNORWQNLSA-M","InChI=1S/C11H18N2O6/c1-7(6-10(15)16)5-9(14)13(19)4-2-3-8(12)11(17)18/h5,8,19H,2-4,6,12H2,1H3,(H,15,16)(H,17,18)/p-1/b7-5+","https://pubchem.ncbi.nlm.nih.gov/compound/91820432","NA","WKYDRCQCQXZNIH-FNORWQNLSA-M","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acids","This compound belongs to the class of organic compounds known as alpha amino acids. These are amino acids in which the amino group is attached to the carbon atom immediately adjacent to the carboxylate group (alpha carbon)."
"C878",310.247,"S-hexylglutathione","2",394.508860875075,391.1771,"C16H29N3O6S","HXJDWCWJDCOHDG-RYUDHWBXSA-N","InChI=1S/C16H29N3O6S/c1-2-3-4-5-8-26-10-12(15(23)18-9-14(21)22)19-13(20)7-6-11(17)16(24)25/h11-12H,2-10,17H2,1H3,(H,18,23)(H,19,20)(H,21,22)(H,24,25)/t11-,12-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/97536","NA","HXJDWCWJDCOHDG-RYUDHWBXSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides","This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds."
"C879",310.2275,"2,6-diaminopurine","2",28.9660492489542,152.0827,"C5H8N6","VMBIKMLKDBHIRB-UHFFFAOYNA-N",NA,NA,"NA","VMBIKMLKDBHIRB-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C880",312.0305,"gamma-Glutamylglutamic acid_3","2",806.465888902163,276.0983,"C10H16N2O7","OWQDWQKWSLFFFR-IOMOGOHMNA-N",NA,NA,"NA","OWQDWQKWSLFFFR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C881",312.145,"schizokinen_2","2",2073.5610631645,420.1782,"C16H28N4O9","YILWWVUXGMGOAM-UHFFFAOYSA-N","InChI=1S/C16H28N4O9/c1-11(21)19(28)7-3-5-17-13(23)9-16(27,15(25)26)10-14(24)18-6-4-8-20(29)12(2)22/h27-29H,3-10H2,1-2H3,(H,17,23)(H,18,24)(H,25,26)","https://pubchem.ncbi.nlm.nih.gov/compound/3082425","NA","YILWWVUXGMGOAM-UHFFFAOYSA-N","Organic compounds","Lipids and lipid-like molecules","Fatty Acyls","Fatty acids and conjugates","Hydroxy fatty acids","This compound belongs to the class of organic compounds known as hydroxy fatty acids. These are fatty acids in which the chain bears a hydroxyl group."
"C882",311.1455,"Timolol_3","2",129.206493397053,316.1648,"C13H24N4O3S","BLJRIMJGRPQVNF-UHFFFAOYSA-N","InChI=1S/C13H24N4O3S/c1-13(2,3)14-8-10(18)9-20-12-11(15-21-16-12)17-4-6-19-7-5-17/h10,14,18H,4-9H2,1-3H3","https://pubchem.ncbi.nlm.nih.gov/compound/5478","NA","BLJRIMJGRPQVNF-UHFFFAOYSA-N","Organic compounds","Organic nitrogen compounds","Organonitrogen compounds","Amines","Dialkylarylamines","This compound belongs to the class of organic compounds known as dialkylarylamines. These are aliphatic aromatic amines in which the amino group is linked to two aliphatic chains and one aromatic group."
"C883",311.0415,"2-[[3-butyl-6-(4-morpholinyl)-4-oxo-2-quinazolinyl]thio]acetamide_2","2",2150.25346008825,376.1504,"C18H24N4O3S","PSNSJNXUALLYFL-UHFFFAOYSA-N","InChI=1S/C18H24N4O3S/c1-2-3-6-22-17(24)14-11-13(21-7-9-25-10-8-21)4-5-15(14)20-18(22)26-12-16(19)23/h4-5,11H,2-3,6-10,12H2,1H3,(H2,19,23)","https://pubchem.ncbi.nlm.nih.gov/compound/5159290","NA","PSNSJNXUALLYFL-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Diazanaphthalenes","Benzodiazines","Quinazolinamines","This compound belongs to the class of organic compounds known as quinazolinamines. These are heterocyclic aromatic compounds containing a quianazoline moiety substituted by one or more amine groups."
"C884",316.206,"dodecyl hydrogen sulfate_5","2",908.922131212382,266.1511,"C12H26O4S","MOTZDAYCYVMXPC-UHFFFAOYSA-N","InChI=1S/C12H26O4S/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15/h2-12H2,1H3,(H,13,14,15)","https://pubchem.ncbi.nlm.nih.gov/compound/8778","NA","MOTZDAYCYVMXPC-UHFFFAOYSA-N","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","This compound belongs to the class of organic compounds known as sulfuric acid monoesters. These are organic compounds containing the sulfuric acid monoester functional group, with the generic structure ROS(O)(=O)=O, (R=organyl group)."
"C885",315.4795,"Demethylblasticidin S","2",2559.39278742463,408.1801,"C16H24N8O5","OJVBAQZCFZMOBW-SMHIBLCQNA-N",NA,NA,"NA","OJVBAQZCFZMOBW-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C886",316.118,"FR 900490_3","2",1541.67466369377,370.1612,"C14H22N6O6","SJMNSEOOTVHHOW-UHFFFAOYNA-N",NA,NA,"NA","SJMNSEOOTVHHOW-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C887",315.825,"(+)-Trehazolin;A 70615;Trehalostatin;Trehazolin;Trehazoline_3","2",2570.6244078314,366.1301,"C13H22N2O10","NRKVPNOUINUNKY-CEAPQSAFNA-N",NA,NA,"NA","NRKVPNOUINUNKY-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C888",315.201,"Histidinyl-Histidine_3","2",860.988333795318,292.1274,"C12H16N6O3","SGCGMORCWLEJNZ-UHFFFAOYNA-N",NA,NA,"NA","SGCGMORCWLEJNZ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C889",315.3585,"Istamycin FU-10_1","2",1892.86826550312,324.1565,"C12H24N2O8","NMTZMCPTENZRBY-KXJULSOVSA-N","InChI=1S/C12H24N2O8/c13-3-1-4(16)7(17)10(20)11(3)22-12-6(14)9(19)8(18)5(2-15)21-12/h3-12,15-20H,1-2,13-14H2/t3-,4+,5+,6+,7-,8+,9+,10+,11+,12+/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/46174023","NA","NMTZMCPTENZRBY-KXJULSOVSA-N","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","Aminocyclitol glycosides","This compound belongs to the class of organic compounds known as aminocyclitol glycosides. These are organic compounds containing an amicocyclitol moiety glycosidically linked to a carbohydrate moiety. There are two major classes of aminoglycosides containing a 2-streptamine core. They are called 4,5- and 4,6-disubstituted 2-deoxystreptamines."
"C890",314.328,"(3S,4E)-3-methyldec-4-en-1-yl sulfate_2","2",486.016599394368,250.1196,"C11H22O4S","QNUMXENJPAUAPZ-AGPANAJWNA-M",NA,NA,"NA","QNUMXENJPAUAPZ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C891",314.6785,"LSM-39182_1","2",2415.46647699818,378.1664,"C19H26N2O4S","FWNIWTZANIWACG-ZVOYONDMNA-N",NA,NA,"NA","FWNIWTZANIWACG-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C892",314.759,"N-Acetylmuramoyl-Ala_7","2",3231.65936189532,364.1516,"C14H24N2O9","ICMUIFDBEVJCQA-DBRPSDITNA-N",NA,NA,"NA","ICMUIFDBEVJCQA-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C893",319.658,"LSM-36737","2",473.104631882647,337.158,"C12H23N3O8","ZJNHBAZEMXVLLT-KKXOVAEGNA-N",NA,NA,"NA","ZJNHBAZEMXVLLT-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C894",317.3325,"(3Z)-dodec-3-en-1-yl sulfate_4","2",902.063725066947,264.135,"C12H24O4S","OXZPGZPXSCUIQZ-KTKRTIGZSA-M","InChI=1S/C12H24O4S/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15/h9-10H,2-8,11-12H2,1H3,(H,13,14,15)/p-1/b10-9-","https://pubchem.ncbi.nlm.nih.gov/compound/24796649","NA","OXZPGZPXSCUIQZ-KTKRTIGZSA-M","Organic compounds","Organic acids and derivatives","Organic sulfuric acids and derivatives","Sulfuric acid esters","Sulfuric acid monoesters","This compound belongs to the class of organic compounds known as sulfuric acid monoesters. These are organic compounds containing the sulfuric acid monoester functional group, with the generic structure ROS(O)(=O)=O, (R=organyl group)."
"C895",318.466,"2-[(1R,3S,4aR,9aS)-1-(hydroxymethyl)-6-(methanesulfonamido)-3,4,4a,9a-tetrahydro-1H-pyrano[3,4-b]benzofuran-3-yl]-N-(cyclopropylmethyl)acetamide_7","2",3805.95958988003,410.1574,"C19H26N2O6S","YSCGDHRCRJHNHR-WEINJZQMNA-N",NA,NA,"NA","YSCGDHRCRJHNHR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C896",318.2885,"Thyrotropin releasing hormone_3","2",1497.49872651508,362.1721,"C16H22N6O4","XNSAINXGIQZQOO-SRVKXCTJSA-N","InChI=1S/C16H22N6O4/c17-14(24)12-2-1-5-22(12)16(26)11(6-9-7-18-8-19-9)21-15(25)10-3-4-13(23)20-10/h7-8,10-12H,1-6H2,(H2,17,24)(H,18,19)(H,20,23)(H,21,25)/t10-,11-,12-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/638678","NA","XNSAINXGIQZQOO-SRVKXCTJSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Oligopeptides","This compound belongs to the class of organic compounds known as oligopeptides. These are organic compounds containing a sequence of between three and ten alpha-amino acids joined by peptide bonds."
"C897",318.7005,"alpha-L-FucpNAc-(1->3)-D-FucpNAc","2",1686.6990990738,392.1847,"C16H28N2O9","WMCDRIITJPDUNU-XIPCPPFHSA-N","InChI=1S/C16H28N2O9/c1-5-11(21)13(23)9(17-7(3)19)16(26-5)27-14-10(18-8(4)20)15(24)25-6(2)12(14)22/h5-6,9-16,21-24H,1-4H3,(H,17,19)(H,18,20)/t5-,6+,9-,10+,11+,12-,13-,14+,15?,16-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/86290122","NA","WMCDRIITJPDUNU-XIPCPPFHSA-N","Organic compounds","Organic oxygen compounds","Organooxygen compounds","Carbohydrates and carbohydrate conjugates","O-glycosyl compounds","This compound belongs to the class of organic compounds known as o-glycosyl compounds. These are glycoside in which a sugar group is bonded through one carbon to another group via a O-glycosidic bond."
"C898",318.87,"Hydroxyprolyl-Valine_1","2",118.46041729661,230.1295,"C10H18N2O4","OBSIPTVJSOCDLZ-UHFFFAOYNA-N",NA,NA,"NA","OBSIPTVJSOCDLZ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C899",317.728,"Nitracidomycin B_3","2",605.510535399987,290.15,"C12H22N2O6","KQZPUTFJOHDSFS-MKMNVTDBNA-N",NA,NA,"NA","KQZPUTFJOHDSFS-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C900",304.981,"3,3'-Neotrehalosadiamine;BMY 28251_7","2",3251.86899089561,340.1508,"C12H24N2O9","ZPEFXARQZVAHGO-OBCHOJLFNA-N",NA,NA,"NA","ZPEFXARQZVAHGO-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C901",304.665,"FR 900490_4","2",3551.44731247134,370.1617,"C14H22N6O6","SJMNSEOOTVHHOW-UHFFFAOYNA-N",NA,NA,"NA","SJMNSEOOTVHHOW-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C902",304.9885,"N-[(2S,3S,6R)-6-[2-(benzylsulfonylamino)ethyl]-2-(hydroxymethyl)oxan-3-yl]pyrazine-2-carboxamide","2",2891.91588929099,434.1574,"C20H26N4O5S","JKKDNXFJBMMQFP-NZYAKQSMNA-N",NA,NA,"NA","JKKDNXFJBMMQFP-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C903",305.709,"Wybutoxine_5","2",3783.2358799251,408.1405,"C16H20N6O7","FRYWGCQTDZARGT-UHFFFAOYNA-N",NA,NA,"NA","FRYWGCQTDZARGT-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C904",305.617,"Halimedin_3","2",478.391992445019,236.1398,"C10H16N6O","SHANRXMTBMPTMY-UHFFFAOYSA-N","InChI=1S/C10H16N6O/c1-5-12-7-13-8(15-9(14-7)17-4)16-10(2,3)6-11/h5H2,1-4H3,(H2,12,13,14,15,16)","https://pubchem.ncbi.nlm.nih.gov/compound/89022","NA","SHANRXMTBMPTMY-UHFFFAOYSA-N","Organic compounds","Organoheterocyclic compounds","Triazines","Aminotriazines","1,3,5-triazine-2,4-diamines","This compound belongs to the class of organic compounds known as 1,3,5-triazine-2,4-diamines. These are aromatic compounds containing a 1,3,5-triazine ring which is 2,4-disusbtituted wit amine groups."
"C905",306.0055,"Hydroxyprolyl-Valine_2","2",150.344535094758,230.1298,"C10H18N2O4","OBSIPTVJSOCDLZ-UHFFFAOYNA-N",NA,NA,"NA","OBSIPTVJSOCDLZ-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C906",305.6535,"2,6-Di-tert-butylbenzoquinone","2",253.52211730319,220.1453,"C14H20O2","RDQSIADLBQFVMY-UHFFFAOYSA-N","InChI=1S/C14H20O2/c1-13(2,3)10-7-9(15)8-11(12(10)16)14(4,5)6/h7-8H,1-6H3","https://pubchem.ncbi.nlm.nih.gov/compound/12867","NA","RDQSIADLBQFVMY-UHFFFAOYSA-N","Organic compounds","Lipids and lipid-like molecules","Prenol lipids","Monoterpenoids","Monocyclic monoterpenoids","This compound belongs to the class of organic compounds known as monocyclic monoterpenoids. These are monoterpenoids containing 1 ring in the isoprene chain."
"C907",305.2445,"gamma-Glutamylglutamic acid_4","2",632.806172972035,276.098,"C10H16N2O7","OWQDWQKWSLFFFR-IOMOGOHMNA-N",NA,NA,"NA","OWQDWQKWSLFFFR-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C908",303.217,"2-[(2S,5S,6S)-5-(benzenesulfonamido)-6-(hydroxymethyl)-2-oxanyl]-N,N-dimethylacetamide_7","2",2419.27228214886,356.1446,"C16H24N2O5S","XITZEOXYAYTYOD-FJBXCPOZNA-N",NA,NA,"NA","XITZEOXYAYTYOD-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C909",302.587,"Valganciclovir_3","2",1734.67792579408,354.1674,"C14H22N6O5","WPVFJKSGQUFQAP-GKAPJAKFSA-N","InChI=1S/C14H22N6O5/c1-7(2)9(15)13(23)24-4-8(3-21)25-6-20-5-17-10-11(20)18-14(16)19-12(10)22/h5,7-9,21H,3-4,6,15H2,1-2H3,(H3,16,18,19,22)/t8?,9-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/64147","NA","WPVFJKSGQUFQAP-GKAPJAKFSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Alpha amino acid esters","This compound belongs to the class of organic compounds known as alpha amino acid esters. These are ester derivatives of alpha amino acids."
"C910",302.5405,"Dihydrophaseic acid_3","2",2082.32212942885,282.146,"C15H22O5","XIVFQYWMMJWUCD-IGTFLHFFNA-N",NA,NA,"NA","XIVFQYWMMJWUCD-UHFFFAOYSA-N",NA,NA,NA,NA,NA,NA
"C911",303.861,"Saccharopine_4","2",875.487445567335,276.1354,"C11H20N2O6","ZDGJAHTZVHVLOT-YUMQZZPRSA-N","InChI=1S/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1","https://pubchem.ncbi.nlm.nih.gov/compound/160556","NA","ZDGJAHTZVHVLOT-YUMQZZPRSA-N","Organic compounds","Organic acids and derivatives","Carboxylic acids and derivatives","Amino acids, peptides, and analogues","Glutamic acid and derivatives","This compound belongs to the class of organic compounds known as glutamic acid and derivatives. These are compounds containing glutamic acid or a derivative thereof resulting from reaction of glutamic acid at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom."
