cmpd,rt,annotation,ann.confidence,median.signal,inferred.M,inferred.formula,inchikey,inchi,hmdb.url,lm.url,pubchem.url,chebi.url,synonyms,inchikey.1,kingdom,superclass,class,subclass,parent,description
C3480,155.4716667,"6-amino-1-(2-methoxyethyl)-N-(4-methylphenyl)sulfonyl-2,4-dioxo-5-pyrimidinecarboxamide",2,3067.957435,382.0968,C15H18N4O6S,WVMWBWDSVZTLPL-UHFFFAOYSA-N,"InChI=1S/C15H18N4O6S/c1-9-3-5-10(6-4-9)26(23,24)18-14(21)11-12(16)19(7-8-25-2)15(22)17-13(11)20/h3-6H,7-8,16H2,1-2H3,(H,18,21)(H,17,20,22)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:107140,"6-amino-2,4-diketo-1-(2-methoxyethyl)-N-tosyl-pyrimidine-5-carboxamide __ 6-amino-1-(2-methoxyethyl)-2,4-dioxo-N-(p-tolylsulfonyl)pyrimidine-5-carboxamide __ 6-amino-1-(2-methoxyethyl)-N-(4-methylphenyl)sulfonyl-2,4-dioxo-5-pyrimidinecarboxamide __ 6-amino-1-(2-methoxyethyl)-N-(4-methylphenyl)sulfonyl-2,4-dioxopyrimidine-5-carboxamide __ 6-azanyl-1-(2-methoxyethyl)-N-(4-methylphenyl)sulfonyl-2,4-bis(oxidanylidene)pyrimidine-5-carboxamide",WVMWBWDSVZTLPL-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzenesulfonamides,Benzenesulfonamides,This compound belongs to the class of organic compounds known as benzenesulfonamides. These are organic compounds containing a sulfonamide group that is S-linked to a benzene ring.
C3481,148.5846667,"11,5'-Dihydroxy-2,3,4'-trimethoxy-6',6'-dimethyl-4',5'-dihydropyrano[2',3':9,8]-6a,12a-didehydrorotenone",2,1244.04722,456.1454,C24H24O9,WEGGPFLVYOINNT-VVWGFWRPNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00019225 __ UNPD=UNPD131979,WEGGPFLVYOINNT-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3482,148.6896667,Dihydroconiferyl alcohol__3,2,888.6278262,182.089,C10H14O3,MWOMNLDJNQWJMK-UHFFFAOYSA-N,"InChI=1S/C10H14O3/c1-13-10-7-8(3-2-6-11)4-5-9(10)12/h4-5,7,11-12H,2-3,6H2,1H3",NA,NA,https://pubchem.ncbi.nlm.nih.gov/compound/16822#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:4559,CIY __ N7I __ Dihydroconiferyl alcohol __ dihydroconiferyl alcohol __ Dihydroconiferyl alcohol__3 __ 4-Hydroxy-3-methoxy-benzenepropanol __ 4-(3-hydroxypropyl)-2-methoxyphenol __ 4-(3-hydroxypropyl)-2-methoxy-phenol __ 2-methoxy-4-(3-oxidanylpropyl)phenol __ (2e)-3-(4-Hydroxy-3-Methoxyphenyl)prop-2-Enal __ 4-[(1e)-3-Hydroxyprop-1-En-1-Yl]-2-Methoxyphenol,MWOMNLDJNQWJMK-UHFFFAOYSA-N,Organic compounds,Benzenoids,Phenols,Methoxyphenols,Methoxyphenols,This compound belongs to the class of organic compounds known as methoxyphenols. These are compounds containing a methoxy group attached to the benzene ring of a phenol moiety.
C3483,149.7196667,metsulfuron methyl,2,1048.753451,381.079,C14H15N5O6S,RSMUVYRMZCOLBH-UHFFFAOYSA-N,"InChI=1S/C14H15N5O6S/c1-8-15-12(18-14(16-8)25-3)17-13(21)19-26(22,23)10-7-5-4-6-9(10)11(20)24-2/h4-7H,1-3H3,(H2,15,16,17,18,19,21)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:39678,"metsulfuron methyl __ Metsulfuron-methyl __ Metsulfuron methyl __ METSULFURON-METHYL __ methyl 2-[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)carbamoylsulfamoyl]benzoate __ 2-[(4-methoxy-6-methyl-s-triazin-2-yl)carbamoylsulfamoyl]benzoic acid methyl ester __ Methyl 2-[({[(4-Methoxy-6-Methyl-1,3,5-Triazin-2-Yl)amino]carbonyl}amino)sulfonyl]benzoate __ 2-[[[(4-methoxy-6-methyl-1,3,5-triazin-2-yl)amino]-oxomethyl]sulfamoyl]benzoic acid methyl ester",RSMUVYRMZCOLBH-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,This compound belongs to the class of organic compounds known as benzoic acid esters. These are ester derivatives of benzoic acid.
C3484,203.413,C14H56N25O10PS6,3,1269.165085,957.2704,C14H56N25O10PS6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C3485,204.0643333,"N-[(2R,3S,6R)-2-(hydroxymethyl)-6-(2-oxo-2-piperidin-1-ylethyl)-3,6-dihydro-2H-pyran-3-yl]-1,3-benzodioxole-5-carboxamide",2,7850.006945,402.1798,C21H26N2O6,ZKMZGYJTUFHVCC-MBECYGAZNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:97388,ChEBI=CHEBI:97388;CHEBI:97725;CHEBI:99574;CHEBI:101865;CHEBI:102773;CHEBI:102796;CHEBI:102918;CHEBI:102983,ZKMZGYJTUFHVCC-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3486,204.273,RB106,2,8171.311675,412.1437,C22H24N2O4S,ZWDQTNWLXALTOV-FPICWYNDNA-N,NA,NA,NA,NA,NA,DrugBank=DB02669,ZWDQTNWLXALTOV-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3487,203.5996667,Phellodenol F__3,2,5547.588747,296.0942,C14H16O7,RWHIGPWYYDEVKU-UHFFFAOYNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00030983 __ UNPD=UNPD70097,RWHIGPWYYDEVKU-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3488,203.8236667,(E)-2-Butenal,2,64676.27371,70.0448,C4H6O,MLUCVPSAIODCQM-IHWYPQMZSA-N,"InChI=1S/C4H6O/c1-2-3-4-5/h2-4H,1H3/b3-2-",http://www.hmdb.ca/metabolites/HMDB0034233,NA,https://pubchem.ncbi.nlm.nih.gov/compound/643950#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:41607,(Z)-2-butenal __ (Z)-but-2-enal __ (cis)-2-butenal __ (E)-2-Butenal__2 __ (cis)-but-2-enal __ (cis)-crotonaldehyde,MLUCVPSAIODCQM-IHWYPQMZSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbonyl compounds,Enals,"This compound belongs to the class of organic compounds known as enals. These are an alpha,beta-unsaturated aldehyde of general formula RC=C-CH=O in which the aldehydic C=O function is conjugated to a C=C triple bond at the alpha,beta position."
C3489,202.6253333,ortho-hydroxyrosiglitazone,2,3715.578081,373.109,C18H19N3O4S,KQXWMUFVDAFGPU-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0061105,NA,NA,NA,HMDB=HMDB0061105 __ SMPDB=PW_C040639 __ Urine=HMDB0061105 __ Serum=HMDB0061105,KQXWMUFVDAFGPU-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3490,197.922,"4-[5-[[[2-(2-methyl-1,3-dioxan-2-yl)-1-oxoethyl]hydrazinylidene]methyl]-2-furanyl]benzoic acid methyl ester",2,7132.781804,386.1561,C20H22N2O6,NHSRIEYOJMTMAL-UHFFFAOYSA-N,"InChI=1S/C20H22N2O6/c1-20(26-10-3-11-27-20)12-18(23)22-21-13-16-8-9-17(28-16)14-4-6-15(7-5-14)19(24)25-2/h4-9,13H,3,10-12H2,1-2H3,(H,22,23)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:114507,"methyl 4-[5-[[[2-(2-methyl-1,3-dioxan-2-yl)acetyl]hydrazono]methyl]-2-furyl]benzoate __ methyl 4-[5-[[[2-(2-methyl-1,3-dioxan-2-yl)acetyl]hydrazinylidene]methyl]furan-2-yl]benzoate __ methyl 4-[5-[[2-(2-methyl-1,3-dioxan-2-yl)ethanoylhydrazinylidene]methyl]furan-2-yl]benzoate __ 4-[5-[[[2-(2-methyl-1,3-dioxan-2-yl)acetyl]hydrazono]methyl]-2-furyl]benzoic acid methyl ester __ 4-[5-[[[2-(2-methyl-1,3-dioxan-2-yl)-1-oxoethyl]hydrazinylidene]methyl]-2-furanyl]benzoic acid methyl ester",NHSRIEYOJMTMAL-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzoic acid esters,This compound belongs to the class of organic compounds known as benzoic acid esters. These are ester derivatives of benzoic acid.
C3491,198.814,UNPD131287,2,2319.159323,429.1291,C19H19N5O7,XZHBOWKLLNKVKN-HFQXQFEANA-N,NA,NA,NA,NA,NA,UNPD=UNPD131287;UNPD36634,XZHBOWKLLNKVKN-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3492,198.4236667,"(2S,3S,4S,5R,6R)-6-(4-amino-2-keto-pyrimidin-1-yl)-3-ammonio-4,5-dihydroxy-tetrahydropyran-2-carboxylate",2,4179.522436,286.0949,C10H14N4O6,LEKPBXWCFPKWSL-YOWKYNACSA-N,"InChI=1S/C10H14N4O6/c11-3-1-2-14(10(19)13-3)8-6(16)5(15)4(12)7(20-8)9(17)18/h1-2,4-8,15-16H,12H2,(H,17,18)(H2,11,13,19)/t4-,5-,6+,7-,8+/m0/s1",NA,NA,NA,NA,"cytosyl-4'-amino-beta-D-glucuronate __ (2S,3S,4S,5R,6R)-6-(4-amino-2-oxo-1-pyrimidinyl)-3-ammonio-4,5-dihydroxy-2-oxanecarboxylate __ (2S,3S,4S,5R,6R)-3-amino-6-(4-amino-2-oxopyrimidin-1-yl)-4,5-dihydroxyoxane-2-carboxylic acid __ (2S,3S,4S,5R,6R)-6-(4-amino-2-oxopyrimidin-1-yl)-3-azaniumyl-4,5-dihydroxyoxane-2-carboxylate __ (2S,3S,4S,5R,6R)-3-amino-6-(4-amino-2-oxo-1-pyrimidinyl)-4,5-dihydroxy-2-oxanecarboxylic acid __ (2S,3S,4S,5R,6R)-6-(4-amino-2-keto-pyrimidin-1-yl)-3-ammonio-4,5-dihydroxy-tetrahydropyran-2-carboxylate __ (2S,3S,4S,5R,6R)-3-amino-6-(4-amino-2-oxo-pyrimidin-1-yl)-4,5-dihydroxy-tetrahydropyran-2-carboxylic acid __ (2S,3S,4S,5R,6R)-6-(4-amino-2-oxo-pyrimidin-1-yl)-3-azaniumyl-4,5-dihydroxy-tetrahydropyran-2-carboxylate __ (2S,3S,4S,5R,6R)-3-amino-6-(4-amino-2-keto-pyrimidin-1-yl)-4,5-dihydroxy-tetrahydropyran-2-carboxylic acid __ (2S,3S,4S,5R,6R)-3-azaniumyl-6-(4-azanyl-2-oxidanylidene-pyrimidin-1-yl)-4,5-bis(oxidanyl)oxane-2-carboxylate __ (2S,3S,4S,5R,6R)-3-azanyl-6-(4-azanyl-2-oxidanylidene-pyrimidin-1-yl)-4,5-bis(oxidanyl)oxane-2-carboxylic acid",LEKPBXWCFPKWSL-YOWKYNACSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Pyranoid amino acids and derivatives,This compound belongs to the class of organic compounds known as pyranoid amino acids and derivatives. These are compounds containing a (hydro)pyran ring bearing unprotected amino and carboxylic acid functionalities.
C3493,199.685,C22H32N6O18P2S,3,1746.208367,762.0966,C22H32N6O18P2S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C3494,200.8026667,Felbamate,2,3819.955657,238.0926,C11H14N2O4,WKGXYQFOCVYPAC-UHFFFAOYSA-N,"InChI=1S/C11H14N2O4/c12-10(14)16-6-9(7-17-11(13)15)8-4-2-1-3-5-8/h1-5,9H,6-7H2,(H2,12,14)(H2,13,15)",http://www.hmdb.ca/metabolites/HMDB0015084,NA,https://pubchem.ncbi.nlm.nih.gov/compound/3331#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:4995,W-554 __ Felbamate __ Felbatol (TN) __ Felbamate (USAN/INN) __ (3-carbamoyloxy-2-phenylpropyl) carbamate __ (3-carbamoyloxy-2-phenyl-propyl) carbamate __ (3-aminocarbonyloxy-2-phenyl-propyl) carbamate __ carbamic acid (3-carbamoyloxy-2-phenylpropyl) ester __ carbamic acid (3-carbamoyloxy-2-phenyl-propyl) ester,WKGXYQFOCVYPAC-UHFFFAOYSA-N,Organic compounds,Benzenoids,Benzene and substituted derivatives,NA,Benzene and substituted derivatives,This compound belongs to the class of organic compounds known as benzene and substituted derivatives. These are aromatic compounds containing one monocyclic ring system consisting of benzene.
C3495,188.5883333,UNPD60451,2,4198.751274,364.067,C16H16N2O6S,MJGHUGNFPLCSGE-RBOONNQINA-N,NA,NA,NA,NA,NA,UNPD=UNPD60451,MJGHUGNFPLCSGE-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3496,189.2636667,Octahydro-6-hydroxy-7-methyl-1-oxocyclopenta[c]pyran-4-carboxylic acid,2,3218.959929,228.1005,C11H16O5,ZIJJPBFFTPOEDU-UHFFFAOYNA-N,NA,NA,NA,NA,NA,KNApSAcK=C00010643 __ UNPD=UNPD4914,ZIJJPBFFTPOEDU-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3497,189.1883333,(-)-Epigallocatechin sulfate,2,1483.0798,386.0358,C15H14O10S,PFNBTZIECYHRTC-WFASDCNBSA-M,"InChI=1S/C15H14O10S/c16-8-1-6-4-12(25-26(21,22)23)15(24-14(6)11(19)5-8)7-2-9(17)13(20)10(18)3-7/h1-3,5,12,15-20H,4H2,(H,21,22,23)/p-1/t12-,15-/m0/s1",http://www.hmdb.ca/metabolites/HMDB0012468,NA,NA,NA,"EACSul __ (-)-epigallocatechin sulfate __ (-)-Epigallocatechin sulfate__2 __ [(2S,3S)-6,8-dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl] sulfate __ [(2S,3S)-6,8-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl] sulfate __ [(2S,3S)-6,8-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-1-benzopyran-3-yl] sulfate __ [(2S,3S)-6,8-bis(oxidanyl)-2-[3,4,5-tris(oxidanyl)phenyl]-3,4-dihydro-2H-chromen-3-yl] sulfate",PFNBTZIECYHRTC-WFASDCNBSA-M,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Sulfated flavonoids,3-sulfated flavonoids,This compound belongs to the class of organic compounds known as 3-sulfated flavonoids. These are flavonoids that are sulfated at the 3-ring position of the flavonoid skeleton.
C3498,190.425,Multiplolide B;(+)-Multiplolide B,2,3647.667703,282.1145,C14H18O6,MKNCRDRXKFGNDG-YEHHJIOPNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:66412,KNApSAcK=C00046170 __ ChEBI=CHEBI:66412 __ UNPD=UNPD10177,MKNCRDRXKFGNDG-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3499,185.5006667,"1,6-Digalloyl-beta-D-glucopyranose",2,3447.468838,484.0788,C20H20O14,LYGRISUQIZNHGM-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0039179,NA,https://pubchem.ncbi.nlm.nih.gov/compound/440221#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15723,HMDB=HMDB0039179 __ ChEBI=CHEBI:15723 __ FooDB=FDB006838;FDB018707 __ NANPDB=NANPDB_1376;NANPDB_2393;NANPDB_3180 __ PubChem=440221 __ PlantCyc=1-O6-O-DIGALLOYL-BETA-D-GLUCOSE __ UNPD=UNPD150064;UNPD195596,LYGRISUQIZNHGM-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3500,186.725,dioxindole-3-acetyl-3-O-beta-glucose,2,1661.677693,369.1122,C16H19NO9,DNQQEEOKVVSMQI-NIMYZIDESA-M,"InChI=1S/C16H19NO9/c18-6-9-11(21)12(22)13(23)14(25-9)26-16(5-10(19)20)7-3-1-2-4-8(7)17-15(16)24/h1-4,9,11-14,18,21-23H,5-6H2,(H,17,24)(H,19,20)/p-1/t9?,11-,12+,13-,14?,16?/m1/s1",NA,NA,NA,NA,"Oxindole-3-acetyl-3-O-beta-glucose __ dioxindole-3-acetyl-3-O-beta-glucose __ 3-(-O-beta-glucosyl)-dioxindole-3-acetate __ 3-(-O-beta-glucosyl)-dioxindole-3-acetic acid __ 2-[2-oxo-3-[(3R,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1H-indol-3-yl]acetate __ 2-[2-oxo-3-[[(3R,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)-2-oxanyl]oxy]-1H-indol-3-yl]acetate __ 2-[2-keto-3-[(3R,4S,5S)-3,4,5-trihydroxy-6-methylol-tetrahydropyran-2-yl]oxy-indolin-3-yl]acetate __ 2-[2-oxo-3-[(3R,4S,5S)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydropyran-2-yl]oxy-indolin-3-yl]acetate __ 2-[3-[(3R,4S,5S)-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]oxy-2-oxidanylidene-1H-indol-3-yl]ethanoate",DNQQEEOKVVSMQI-NIMYZIDESA-M,Organic compounds,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,"This compound belongs to the class of organic compounds known as fatty acyl glycosides of mono- and disaccharides. These are compounds composed of a mono- or disaccharide moiety linked to one hydroxyl group of a fatty alcohol or of a phosphorylated alcohol (phosphoprenols), a hydroxy fatty acid or to one carboxyl group of a fatty acid (ester linkage) or to an amino alcohol."
C3501,187.735,D-penicillamine disulfide,2,6014.009067,296.095,C10H20N2O4S2,POYPKGFSZHXASD-WDSKDSINSA-N,"InChI=1S/C10H20N2O4S2/c1-9(2,5(11)7(13)14)17-18-10(3,4)6(12)8(15)16/h5-6H,11-12H2,1-4H3,(H,13,14)(H,15,16)/t5-,6-/m0/s1",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:61196,"D-penicillamine disulfide __ (2S)-2-amino-3-[[(2S)-2-amino-2-carboxy-1,1-dimethyl-ethyl]disulfanyl]-3-methyl-butyric acid __ (2S)-2-amino-3-[[(2S)-2-amino-2-carboxy-1,1-dimethyl-ethyl]disulfanyl]-3-methyl-butanoic acid __ (2S)-2-amino-3-[[(1S)-1-amino-1-carboxy-2-methylpropan-2-yl]disulfanyl]-3-methylbutanoic acid __ (2S)-2-ammonio-3-[[(2S)-2-ammonio-2-carboxylato-1,1-dimethyl-ethyl]disulfanyl]-3-methyl-butyrate __ (2S)-2-ammonio-3-[[(1S)-1-ammonio-1-carboxylato-2-methylpropan-2-yl]disulfanyl]-3-methylbutanoate __ (2S)-2-azaniumyl-3-[[(1S)-1-azaniumyl-1-carboxylato-2-methylpropan-2-yl]disulfanyl]-3-methylbutanoate __ (2S)-2-azaniumyl-3-[[(2S)-2-azaniumyl-2-carboxylato-1,1-dimethyl-ethyl]disulfanyl]-3-methyl-butanoate __ (2S)-2-azanyl-3-[[(3S)-3-azanyl-2-methyl-4-oxidanyl-4-oxidanylidene-butan-2-yl]disulfanyl]-3-methyl-butanoic acid __ (2S)-2-azaniumyl-3-[[(3S)-3-azaniumyl-2-methyl-4-oxidanidyl-4-oxidanylidene-butan-2-yl]disulfanyl]-3-methyl-butanoate",POYPKGFSZHXASD-WDSKDSINSA-N,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Valine and derivatives,"This compound belongs to the class of organic compounds known as valine and derivatives. These are compounds containing valine or a derivative thereof resulting from reaction of valine at the amino group or the carboxy group, or from the replacement of any hydrogen of glycine by a heteroatom."
C3502,187.3413333,Riboflavin,2,6434.703831,376.1408,C17H20N4O6,AUNGANRZJHBGPY-QTZZOOGMNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0000244,NA,https://pubchem.ncbi.nlm.nih.gov/compound/45480541#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17015,HMDB=HMDB0000244 __ KNApSAcK=C00001552 __ ChEBI=CHEBI:17015;CHEBI:57986;CHEBI:95299 __ DrugBank=DB00140 __ SMPDB=PW_C000165 __ YMDB=YMDB00534 __ T3DB=T3D4817 __ FooDB=FDB012160;FDB012928;FDB031145 __ STOFF=STOFF_3910 __ BMDB=BMDB00244 __ Urine=HMDB0000244 __ Saliva=HMDB0000244 __ Feces=HMDB0000244 __ ECMDB=ECMDB00244 __ CSF=HMDB0000244 __ Serum=HMDB0000244 __ PubChem=45480541;493570;122171;6759 __ PlantCyc=RIBOFLAVIN __ UNPD=UNPD100727;UNPD116686,AUNGANRZJHBGPY-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3503,194.5656667,O-Demethylfonsecin,2,3586.920993,276.0687,C14H12O6,RTYDQIKVNMHQMZ-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0033649,NA,https://pubchem.ncbi.nlm.nih.gov/compound/100923872#section=Top,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:133763,HMDB=HMDB0033649 __ ChEBI=CHEBI:133763 __ FooDB=FDB011751 __ PubChem=100923872,RTYDQIKVNMHQMZ-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3504,195.0076667,Gallocatechin 4'-methyl ether,2,4121.148106,320.0933,C16H16O7,ITDYPNOEEHONAH-UYWMCZCJNA-N,NA,NA,https://www.lipidmaps.org/data/LMSDRecord.php?LMID=LMPK12020133,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:70252,KNApSAcK=C00008819;C00008820;C00008821 __ ChEBI=CHEBI:70252;CHEBI:70253 __ FooDB=FDB029968 __ LipidMAPS=LMPK12020133;LMPK12020134;LMPK12020135 __ UNPD=UNPD113541;UNPD124045;UNPD82906,ITDYPNOEEHONAH-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3505,194.1323333,"2-[(5,6-dimethyl-4-oxo-3H-thieno[2,3-d]pyrimidin-2-yl)thio]-N-(4-methyl-2-thiazolyl)acetamide",2,3703.692137,366.0283,C14H14N4O2S3,SSLFSJSESOYTHY-UHFFFAOYSA-N,"InChI=1S/C14H14N4O2S3/c1-6-4-21-13(15-6)16-9(19)5-22-14-17-11(20)10-7(2)8(3)23-12(10)18-14/h4H,5H2,1-3H3,(H,15,16,19)(H,17,18,20)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:114723,"2-[(5,6-dimethyl-4-oxo-3H-thieno[2,3-d]pyrimidin-2-yl)thio]-N-(4-methyl-2-thiazolyl)acetamide __ 2-[(4-keto-5,6-dimethyl-3H-thieno[2,3-d]pyrimidin-2-yl)thio]-N-(4-methylthiazol-2-yl)acetamide __ 2-[(5,6-dimethyl-4-oxo-3H-thieno[2,3-d]pyrimidin-2-yl)sulfanyl]-N-(4-methylthiazol-2-yl)acetamide __ 2-[(5,6-dimethyl-4-oxo-3H-thieno[2,3-d]pyrimidin-2-yl)sulfanyl]-N-(4-methyl-1,3-thiazol-2-yl)acetamide __ 2-[(5,6-dimethyl-4-oxidanylidene-3H-thieno[2,3-d]pyrimidin-2-yl)sulfanyl]-N-(4-methyl-1,3-thiazol-2-yl)ethanamide",SSLFSJSESOYTHY-UHFFFAOYSA-N,Organic compounds,Organoheterocyclic compounds,Thienopyrimidines,NA,Thienopyrimidines,This compound belongs to the class of organic compounds known as thienopyrimidines. These are heterocyclic compounds containing a thiophene ring fused to a pyrimidine ring. Thiophene is 5-membered ring consisting of four carbon atoms and one sulfur atom. Pyrimidine is a 6-membered ring consisting of four carbon atoms and two nitrogen centers at the 1- and 3- ring positions.
C3506,193.9936667,UNPD67453,2,5969.858841,426.1227,C20H18N4O7,NURWOUVTSOIROK-NGOFJIMYNA-N,NA,NA,NA,NA,NA,UNPD=UNPD67453,NURWOUVTSOIROK-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3507,196.6673333,4-Methoxybenzyl O-(2-sulfoglucoside),2,6534.55621,380.0808,C14H20O10S,LILHPDXFNPJEJC-UHFFFAOYNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0034754,NA,NA,NA,HMDB=HMDB0034754 __ FooDB=FDB013300 __ UNPD=UNPD81525,LILHPDXFNPJEJC-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3508,196.5733333,"3,4-dihydroxy-5-{[(2E)-3-[4-hydroxy-3-(sulfooxy)phenyl]prop-2-enoyl]oxy}cyclohex-1-ene-1-carboxylic acid",2,3802.873167,416.0388,C16H16O11S,CLCHGCGCNZXIKZ-DUXPYHPUNA-N,NA,http://www.hmdb.ca/metabolites/HMDB0130154,NA,NA,NA,HMDB=HMDB0130154,CLCHGCGCNZXIKZ-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3509,195.5063333,Valacillin (TN),2,4115.373648,461.1253,C21H23N3O7S,FXXSETTYJSGMCR-UPCZBHCGNA-N,NA,NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:32287,ChEBI=CHEBI:32287,ZKUKMWMSYCIYRD-UHFFFAOYSA-N,NA,NA,NA,NA,NA,NA
C3510,194.9383333,Bispyribac acid,2,4531.851228,430.1133,C19H18N4O8,RYVIXQCRCQLFCM-UHFFFAOYSA-N,"InChI=1S/C19H18N4O8/c1-26-12-8-13(27-2)21-18(20-12)30-10-6-5-7-11(16(10)17(24)25)31-19-22-14(28-3)9-15(23-19)29-4/h5-9H,1-4H3,(H,24,25)",NA,NA,NA,https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:3129,"BISPYRIBAC __ Bispyribac __ Bispyribac acid __ 2,6-bis[(4,6-dimethoxy-2-pyrimidinyl)oxy]benzoic acid __ 2,6-bis[(4,6-dimethoxypyrimidin-2-yl)oxy]benzoic acid",RYVIXQCRCQLFCM-UHFFFAOYSA-N,Organic compounds,Organic oxygen compounds,Organooxygen compounds,Ethers,Diarylethers,"This compound belongs to the class of organic compounds known as diarylethers. These are organic compounds containing the dialkyl ether functional group, with the formula ROR', where R and R' are aryl groups."
